"","study_order","ManiCheck","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1","MASC_set2","MASC_set3","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"539","Exp1First",2.16666666666667,7,3,2,2,9,7,8,1,1,NA,NA,NA,4.125,4,3,8,8,81,2,"Egestas at neque? Gravida viverra, pellentesque eleifend in, non pretium nulla blandit.","Suscipit? In lectus laoreet potenti in. Vulputate pede vel neque dolor. Suscipit.",5,1,3,"","","","","Worthy",8,1,1
"540","Exp2First",3.5,3,4,9,8,4,6,8,3,4,NA,NA,NA,4.5,4.08333333333333,2,6,4,18,3,"Mi non ultricies elit cursus diam ultrices montes dignissim? Dictumst integer et platea suscipit.","Gravida etiam accumsan eleifend dapibus ac tincidunt duis faucibus fusce bibendum posuere.",2,2,1,"","","","","Worthy",8,3,4
"541","Exp2First",3.5,7,4,6,7,9,2,NA,NA,NA,6,6,2,3.5625,2.58333333333333,5.5,6,8,11,2,"Blandit. Vel vitae consequat massa non sodales viverra consectetuer metus donec! Lorem fermentum.","Primis mauris magnis? Vestibulum viverra felis mi dapibus nibh! Volutpat? Faucibus.",6,1,2,"","","","","Worthy",6,6,2
"542","Exp2First",3.66666666666667,3,4,6,1,6,3,NA,NA,NA,1,2,6,4.0625,4,4,6,4,57,2,"Non ipsum ridiculus urna consectetuer. Per iaculis, justo rutrum lectus proin pharetra facilisis dapibus.","Cursus diam euismod suspendisse consequat. Sed gravida non accumsan dignissim. Pharetra leo sem viverra at.",2,4,1,"","","","","Worthy",1,2,6
"543","Exp1First",3.33333333333333,6,6,5,2,5,8,5,1,5,NA,NA,NA,4.0625,3.58333333333333,2,4,5,16,1,"Ipsum nullam pede accusamus tempora gravida vel duis dolorem wisi odio amet in tempor.","Rutrum! Nullam egestas. Enim, nonummy? Curabitur ridiculus wisi. Sollicitudin tempora fermentum maecenas lorem. Enim tellus.",6,3,2,"","","","","Worthy",5,1,5
"544","Exp1First",3.33333333333333,1,7,1,7,7,9,NA,NA,NA,6,3,1,4.5,4,5.5,9,5,95,1,"Tempus orci facilisi? Est! Dictumst neque? Wisi metus posuere, wisi, lorem metus sollicitudin etiam amet.","Rutrum iaculis blandit magnis. Suscipit mattis augue tempor aliquam accusamus consectetuer ultrices aliquam magna.",2,7,4,"","","","","Worthy",6,3,1
"545","Exp2First",3,7,6,5,8,7,8,6,4,2,NA,NA,NA,5.0625,4,4.5,11,6,24,2,"Laoreet praesent montes, laoreet iaculis eros sodales vehicula sagittis, aenean tellus.","Atque nulla purus justo platea, luctus quis ullamcorper cursus. Imperdiet nullam sagittis.",2,5,4,"","","","","Worthy",6,4,2
"546","Exp1First",2.5,7,5,8,9,8,3,NA,NA,NA,2,9,5,5.125,4.16666666666667,5.5,9,5,14,1,"Volutpat ante iaculis posuere ultricies, ac sit laoreet mi facilisis. Auctor pretium fusce iaculis.","Diam mauris ligula? Dignissim quam proin quam tempus. Dolorem dignissim ultricies posuere sapien.",6,2,1,"","","","","Worthy",2,9,5
"547","Exp2First",3.16666666666667,1,5,2,1,1,5,3,4,8,NA,NA,NA,4.6875,2.91666666666667,2,3,8,35,4,"Praesent wisi quam. Quis sit tincidunt fermentum lacus erat ultrices ullamcorper nec.","Fringilla nulla eros gravida fermentum ultrices duis interdum lorem et.",1,4,3,"","","","","Worthy",3,4,8
"548","Exp2First",3.5,7,6,6,7,9,2,8,6,9,NA,NA,NA,4.1875,4.16666666666667,1.5,3,8,48,1,"Ultrices ridiculus euismod. Enim mauris sem purus. Tincidunt fusce morbi montes porta purus? Felis nulla.","Ac vivamus commodo mi! Per, vel pede, a egestas sapien.",5,7,4,"","","","","Worthy",8,6,9
"549","Exp1First",2.83333333333333,4,9,7,9,4,7,NA,NA,NA,7,5,8,4.0625,4.08333333333333,4,3,4,5,2,"Egestas eleifend, augue. Placerat laoreet wisi praesent laoreet convallis in.","Elementum eget arcu dapibus accumsan culpa! Proin donec, vivamus vulputate nec nulla integer interdum.",4,1,4,"","","","","Worthy",7,5,8
"550","Exp2First",3.33333333333333,3,3,5,7,6,6,1,2,1,NA,NA,NA,4.0625,3.75,4,7,8,27,4,"Iaculis? Urna! Interdum? Nulla, in nibh lorem felis. Ac elit dapibus facilisis nibh.","Facilisis et! Interdum felis? Molestie lorem malesuada turpis porta magnis.",5,3,6,"","","","","Worthy",1,2,1
"551","Exp2First",3.5,5,7,6,5,6,3,NA,NA,NA,4,7,5,4.1875,3.58333333333333,2,8,8,62,4,"Diam iaculis id, mi praesent facilisis pretium nulla ultricies! Sollicitudin donec.","Pellentesque aliquam arcu lorem ultricies tempus? Laoreet aliquam ac integer mauris at suspendisse accumsan.",1,6,7,"","","","","Worthy",4,7,5
"552","Exp1First",2.83333333333333,4,8,9,3,6,6,NA,NA,NA,6,6,2,4.5625,3.83333333333333,2.5,7,8,89,3,"Dapibus ipsum non phasellus ut per! Mauris dapibus lectus felis? Cursus erat nonummy. Dolorem.","Rutrum dolor? Suspendisse urna dictumst? Urna curabitur culpa odio tincidunt.",3,6,7,"","","","","Worthy",6,6,2
"553","Exp1First",1.66666666666667,1,3,4,9,2,9,9,7,8,NA,NA,NA,4.625,4.41666666666667,6,5,6,13,1,"Ultrices lacus culpa dolor dignissim platea porttitor magna fermentum egestas.","Tellus vitae placerat eleifend dignissim! Sodales sed dui vivamus gravida.",2,4,6,"","","","","Worthy",9,7,8
"554","Exp2First",2.66666666666667,2,5,3,4,6,9,5,1,4,NA,NA,NA,4.5,3.25,2.5,6,7,94,1,"Tempora tempor atque euismod platea odio magnis integer massa pharetra.","Risus euismod. Atque, risus nullam risus id sit. Ipsum curabitur consectetuer! Sollicitudin? Eget tortor.",5,2,6,"","","","","Worthy",5,1,4
"555","Exp1First",2.5,4,1,8,5,1,2,NA,NA,NA,6,1,3,4.25,3.58333333333333,5.5,2,7,58,4,"Egestas elit vitae ultrices pellentesque. Cursus justo, ac rutrum sollicitudin tortor vivamus. Elit ligula.","Donec est convallis dolorem luctus ante sollicitudin metus cursus montes! Laoreet dignissim suscipit interdum.",5,2,5,"","","","","Worthy",6,1,3
"556","Exp1First",3.33333333333333,5,8,9,9,2,2,NA,NA,NA,4,7,7,4.125,3.91666666666667,2.5,6,4,78,3,"Turpis. Vel laoreet euismod! Ultricies, faucibus dolor eu pharetra odio nullam ac sed ultrices.","Velit volutpat consectetuer facilisi atque erat vehicula et sodales faucibus.",1,6,5,"","","","","Worthy",4,7,7
"557","Exp2First",3,1,3,8,7,3,4,3,2,6,NA,NA,NA,3.6875,4.25,5,5,6,46,2,"At. Tincidunt. Nec etiam eros praesent magna sed sed pharetra.","Lacus ac auctor nullam accumsan! Sagittis? Non scelerisque tempora! Interdum curabitur.",4,6,1,"","","","","Worthy",3,2,6
"558","Exp2First",2.83333333333333,4,5,4,3,4,4,NA,NA,NA,1,2,3,4.375,3.58333333333333,5,3,4,22,3,"Molestie sed, tortor, imperdiet? Ipsum integer augue! Id ridiculus maecenas neque cras interdum.","Duis curabitur sit erat aliquam maecenas molestie vivamus erat dui accumsan? Sem non molestie gravida.",4,6,4,"","","","","Worthy",1,2,3
"559","Exp1First",3.66666666666667,2,4,6,3,5,8,NA,NA,NA,8,4,3,4.25,4,5,11,4,91,2,"Ab blandit sed posuere atque phasellus etiam natoque suscipit. Lorem primis mi blandit etiam bibendum.","Volutpat egestas lacus amet cras porta leo dignissim, integer scelerisque luctus, ac.",4,2,6,"","","","","Worthy",8,4,3
"560","Exp1First",3.33333333333333,4,9,5,6,6,8,1,8,8,NA,NA,NA,4,3.83333333333333,5,4,5,71,2,"Magnis, donec consectetuer? Ac at? Mattis venenatis euismod? Morbi accumsan interdum.","Eros pretium mauris accumsan? Fringilla mattis vulputate accusamus. Ridiculus, neque tempora? Velit per.",1,3,5,"","","","","Worthy",1,8,8
"561","Exp2First",3,7,7,4,5,7,2,5,9,8,NA,NA,NA,4.1875,3.5,1,5,7,97,3,"Mauris pellentesque aliquet purus! Vulputate volutpat magna, cursus consequat, accumsan atque viverra.","Ridiculus felis vel elementum. Pretium auctor consequat. At! Morbi natoque accumsan.",5,1,3,"","","","","Worthy",5,9,8
"562","Exp1First",3,9,9,1,8,3,5,NA,NA,NA,7,9,7,4.3125,3.25,6,6,11,76,1,"Lectus convallis leo viverra vel nonummy vivamus sapien viverra ac tellus.","Bibendum. Per duis mauris fermentum cras nec vel lacus dignissim suscipit sem magna.",2,2,7,"","","","","Worthy",7,9,7
"563","Exp1First",2.33333333333333,9,6,6,8,8,1,7,5,6,NA,NA,NA,4.375,3.58333333333333,5,7,6,90,3,"Interdum sodales cras duis proin commodo at! Dictumst eleifend velit viverra. Sagittis amet.","Accusamus tempora tortor. Vitae vivamus aenean porta tempor primis dui sollicitudin quis.",4,5,2,"","","","","Worthy",7,5,6
"564","Exp2First",3.33333333333333,4,7,4,9,6,7,2,9,8,NA,NA,NA,4.1875,4.08333333333333,3.5,6,9,35,2,"Sem. Justo suspendisse. Lorem. Luctus turpis praesent mattis? Tincidunt at bibendum aliquet morbi nibh.","Accusamus nulla? Faucibus ante erat neque ridiculus at leo, wisi sollicitudin massa primis. Dictumst.",3,6,7,"","","","","Worthy",2,9,8
"565","Exp2First",2.66666666666667,5,4,8,3,7,8,NA,NA,NA,4,2,4,3.875,3.83333333333333,6,6,3,96,3,"Convallis placerat! Massa fermentum ut nibh ultricies nulla. Eros dolor urna duis.","Eleifend ridiculus mi vel arcu primis etiam euismod malesuada! Natoque nunc erat ante odio.",3,2,1,"","","","","Worthy",4,2,4
"566","Exp2First",2.83333333333333,9,2,4,9,7,5,3,1,1,NA,NA,NA,4.1875,3.5,2.5,7,5,48,1,"Id purus ligula facilisi dapibus? Pellentesque sagittis nulla ipsum culpa integer rhoncus.","Consequat tincidunt sem volutpat dolor commodo viverra accumsan, malesuada quis arcu pretium! Rutrum.",2,1,5,"","","","","Worthy",3,1,1
"567","Exp2First",3.16666666666667,6,7,8,5,5,2,6,7,8,NA,NA,NA,4.875,3.33333333333333,6.5,5,3,51,1,"Tempor integer. Facilisi curabitur dapibus potenti magna, culpa elit tempora.","Tortor. Per. Ridiculus per? Felis donec? Sodales morbi lectus rhoncus.",2,1,6,"","","","","Worthy",6,7,8
"568","Exp2First",3.5,4,2,5,3,7,9,NA,NA,NA,2,5,6,4.125,4.08333333333333,5.5,5,7,10,1,"Vulputate eget metus ridiculus facilisi ac, at! Ac facilisi! Donec ab curabitur luctus! Proin.","Malesuada wisi vehicula laoreet arcu volutpat at ligula. Laoreet ab lectus odio, dolor.",1,5,2,"","","","","Worthy",2,5,6
"569","Exp2First",3,6,8,1,6,8,1,NA,NA,NA,4,6,2,4.3125,3.83333333333333,3,9,7,21,2,"Morbi convallis venenatis, erat mauris eget? Natoque augue odio dignissim sit justo tempus sollicitudin natoque.","Cursus metus tortor quis massa sem. Egestas, luctus magnis lorem. Egestas pede? Vel! Pede. Nullam.",4,1,3,"","","","","Worthy",4,6,2
"570","Exp2First",3.83333333333333,6,2,7,3,8,1,NA,NA,NA,6,3,4,4.3125,3.75,3,3,3,5,3,"Vel mauris. Pretium! Eros lorem eros rutrum nec, porta auctor primis ultricies ut, consectetuer.","Commodo turpis rhoncus sed laoreet! Elementum suspendisse wisi magna auctor vel platea non lectus tortor.",4,4,6,"","","","","Worthy",6,3,4
"571","Exp2First",3.33333333333333,9,7,5,7,5,6,6,6,9,NA,NA,NA,4.875,3.5,1.5,5,7,47,2,"Fermentum dapibus. Etiam lectus? Felis nibh wisi. Scelerisque platea commodo eleifend morbi porta. Orci.","Tempora sagittis pellentesque arcu vitae luctus quis. Nonummy ac! Cras fusce donec.",5,1,6,"","","","","Worthy",6,6,9
"572","Exp1First",3.66666666666667,9,4,7,3,1,6,3,8,4,NA,NA,NA,4.6875,3.16666666666667,5,5,4,45,2,"Gravida bibendum temporibus fringilla felis mattis? Dolor scelerisque tempus leo.","Praesent lectus dui ridiculus porta aliquet! Eros elementum dignissim viverra, nibh. Amet.",3,7,5,"","","","","Worthy",3,8,4
"573","Exp1First",2.83333333333333,1,7,3,8,6,1,4,1,9,NA,NA,NA,4.1875,3.41666666666667,6.5,3,11,53,4,"Malesuada vulputate vulputate aenean suspendisse, magna. Sapien accumsan! Suscipit rhoncus.","Ultricies egestas lorem at. Euismod commodo ut aliquam! Dapibus quam nullam vivamus.",4,1,1,"","","","","Worthy",4,1,9
"574","Exp2First",3.16666666666667,1,4,4,7,4,5,3,9,9,NA,NA,NA,4.9375,3.91666666666667,3.5,7,7,67,3,"Augue. Ligula dignissim, molestie sit, venenatis egestas euismod! Tempor nonummy.","Porta. Sed id pharetra facilisi blandit montes. Dictumst magnis leo aenean vestibulum interdum porttitor iaculis.",2,6,2,"","","","","Worthy",3,9,9
"575","Exp1First",2.5,2,4,9,8,4,5,NA,NA,NA,4,8,6,4.125,4.16666666666667,5.5,2,6,16,4,"Est. Quam. Magnis curabitur temporibus sit magnis? Ante ultrices faucibus non potenti egestas.","Platea iaculis lacus aliquet tincidunt odio amet. Leo, sodales interdum elementum nullam eget.",4,3,3,"","","","","Worthy",4,8,6
"576","Exp1First",2.5,9,8,9,6,2,2,2,5,4,NA,NA,NA,4.125,3.91666666666667,4.5,6,5,5,1,"Vehicula luctus velit sodales. Platea magnis a arcu? Morbi quis auctor tellus velit commodo, bibendum.","Accumsan blandit duis metus? Accumsan dignissim temporibus convallis luctus vel aenean imperdiet.",6,7,6,"","","","","Worthy",2,5,4
"577","Exp1First",3.66666666666667,5,6,2,8,9,7,8,2,3,NA,NA,NA,4.5625,3.41666666666667,6.5,3,6,89,3,"Vivamus dignissim. Morbi sapien wisi elementum scelerisque morbi sollicitudin, eu vivamus duis ultricies sodales.","Vitae malesuada? Bibendum lorem tempor iaculis nunc porttitor. Turpis nulla! Nonummy.",5,3,2,"","","","","Worthy",8,2,3
"578","Exp2First",2.83333333333333,1,2,7,8,2,9,NA,NA,NA,2,9,5,3.5625,3.58333333333333,1,6,8,14,3,"Nibh suspendisse atque curabitur vehicula? Elementum? Metus platea. Curabitur lacus atque bibendum vehicula facilisis neque.","Nibh pharetra. Mi per nec nunc rhoncus magnis viverra sollicitudin praesent euismod elementum.",3,3,4,"","","","","Worthy",2,9,5
"579","Exp2First",3.33333333333333,9,5,6,5,9,1,NA,NA,NA,8,6,6,4.625,3.33333333333333,5.5,7,8,52,2,"Etiam? Quam pede egestas orci sapien malesuada mi aliquam duis primis volutpat aenean.","Ullamcorper orci? Per. Luctus a ut accumsan mi wisi! Rutrum in sit suspendisse ultrices suscipit.",3,1,2,"","","","","Worthy",8,6,6
"580","Exp1First",3.83333333333333,2,6,4,6,7,2,1,6,7,NA,NA,NA,4,4,3.5,6,5,58,3,"Egestas sodales dictumst eros. Tempora tellus ultricies curabitur! Suscipit et.","Volutpat amet imperdiet leo nullam culpa orci at. Ridiculus consequat. Consequat.",5,5,4,"","","","","Worthy",1,6,7
"581","Exp2First",2.66666666666667,2,4,1,1,1,3,NA,NA,NA,8,4,7,4.125,3.41666666666667,4,6,7,67,1,"Volutpat convallis pellentesque maecenas vulputate nullam! Facilisis tincidunt donec felis cras mauris! Risus. Vestibulum nibh.","Integer nullam suscipit nec nulla culpa. Venenatis auctor vivamus justo. Facilisi tincidunt, proin.",3,3,5,"","","","","Worthy",8,4,7
"582","Exp2First",2.33333333333333,5,9,5,4,5,4,5,7,7,NA,NA,NA,4.0625,3.83333333333333,6,4,2,29,2,"Eros non dictumst pretium? Erat interdum ipsum odio aenean ante morbi.","Accumsan ante! Quis, fermentum cursus id eget pede! Fusce porttitor dolorem porta.",2,3,6,"","","","","Worthy",5,7,7
"583","Exp1First",3.33333333333333,1,2,9,5,4,9,NA,NA,NA,4,8,9,4.3125,3.83333333333333,3.5,5,8,20,4,"Rutrum lorem tempora vivamus vestibulum. Fusce vivamus. Magnis montes nec imperdiet.","Dolor dictumst. Ante temporibus dolorem. Arcu ut consequat non mattis euismod pharetra phasellus eu lectus.",5,5,4,"","","","","Worthy",4,8,9
"584","Exp2First",3.5,2,3,5,9,3,6,NA,NA,NA,8,3,4,4.4375,3.25,2.5,5,3,82,1,"Eros! Eros ab praesent risus facilisi vel etiam integer imperdiet erat.","Facilisis! Atque ligula sit odio porta tempora pede nulla. Lorem felis.",5,4,7,"","","","","Worthy",8,3,4
"585","Exp1First",3,1,3,9,5,7,7,2,4,1,NA,NA,NA,4.25,3.5,4.5,5,5,14,4,"Dictumst. Aliquam sed facilisi tempus enim, id convallis? Curabitur felis praesent.","Urna ullamcorper pellentesque cras duis scelerisque erat suscipit vivamus dui pharetra eros enim placerat.",6,5,7,"","","","","Worthy",2,4,1
"586","Exp1First",3.66666666666667,7,5,8,6,1,8,1,5,3,NA,NA,NA,3.625,3.91666666666667,3.5,8,6,39,4,"Egestas purus orci diam elementum dolor, convallis tincidunt nulla montes.","Lectus? Id pharetra cursus vivamus iaculis eget sollicitudin aliquam facilisi. Montes in, aliquet.",2,1,4,"","","","","Worthy",1,5,3
"587","Exp2First",3,5,1,3,8,6,8,9,1,1,NA,NA,NA,4.4375,3.58333333333333,5,6,7,18,3,"Interdum! Id magnis massa vitae duis. Sapien lacus massa? Pretium? Est in aliquet facilisis.","Mi. Ultrices nullam? Sed quam suspendisse ac ligula dui laoreet viverra? Ut.",4,5,1,"","","","","Worthy",9,1,1
"588","Exp1First",3.5,2,6,1,7,9,2,NA,NA,NA,5,9,3,4.375,3.58333333333333,1.5,6,2,89,4,"Porta augue vulputate porta ante ab sodales pellentesque, molestie dapibus viverra integer. Enim nulla quis.","Erat neque, facilisis pede luctus malesuada venenatis odio metus scelerisque sollicitudin duis.",3,7,5,"","","","","Worthy",5,9,3
"589","Exp1First",2.5,6,6,9,2,1,6,NA,NA,NA,1,6,5,4,3.33333333333333,4,8,6,37,4,"Elementum per fermentum! Natoque. Volutpat pede tincidunt. Vitae ridiculus lectus massa vulputate.","Ridiculus? Suscipit? Volutpat sed integer felis nonummy tellus scelerisque gravida. Arcu.",5,4,5,"","","","","Worthy",1,6,5
"590","Exp2First",3.5,9,3,8,3,3,4,1,7,4,NA,NA,NA,3.875,4.08333333333333,5.5,3,3,92,4,"Porta! Suscipit imperdiet rutrum sapien! Etiam fusce placerat temporibus accusamus tempus sagittis.","A rhoncus vestibulum vitae. Atque tempora tempor lorem wisi orci ac bibendum? Suscipit.",1,7,3,"","","","","Worthy",1,7,4
"591","Exp2First",2.83333333333333,3,8,1,6,9,1,NA,NA,NA,5,8,2,3.25,3.83333333333333,4,3,4,54,2,"Platea lectus leo natoque cursus eu euismod suscipit ac. Wisi nunc.","Porttitor, mi velit facilisis metus! Magna et facilisi ante quis fringilla ultrices, accumsan accusamus.",2,2,7,"","","","","Worthy",5,8,2
"592","Exp1First",3.16666666666667,4,3,1,9,7,7,NA,NA,NA,9,7,8,4.1875,3.66666666666667,4,9,8,29,3,"Aliquet volutpat sagittis. Mattis ut volutpat augue? Etiam suspendisse sapien rutrum erat.","Iaculis id ab facilisis pede nonummy, a odio dictumst bibendum ridiculus.",2,7,6,"","","","","Worthy",9,7,8
"593","Exp1First",3,4,4,8,5,2,9,NA,NA,NA,6,3,9,4.6875,4.75,3,7,5,70,1,"Elit vel potenti bibendum molestie turpis eros ullamcorper vulputate. Lectus.","Ac odio luctus volutpat. Dapibus sem diam pede. Magna dignissim! Eleifend, lacus. Erat. Ridiculus. Dapibus.",2,3,5,"","","","","Worthy",6,3,9
"594","Exp2First",2.83333333333333,1,5,1,1,4,5,NA,NA,NA,5,8,3,4.1875,3.91666666666667,4,6,7,36,1,"Sodales lacus! Sollicitudin sapien bibendum iaculis primis, urna risus commodo, tempor natoque. Consectetuer ligula nullam.","Ante. Phasellus. Laoreet convallis, suspendisse justo venenatis per wisi ligula. Donec praesent mauris sed consectetuer.",3,4,5,"","","","","Worthy",5,8,3
"595","Exp2First",3,2,6,5,7,5,7,5,4,2,NA,NA,NA,4.1875,3.41666666666667,2.5,6,5,23,3,"Sapien sollicitudin ullamcorper! Lectus nulla gravida a vestibulum nulla ultricies mauris tempor at. Culpa.","Montes? Dictumst dui mattis? Pretium vulputate porta et tellus lorem. Venenatis dapibus.",1,7,2,"","","","","Worthy",5,4,2
"596","Exp2First",3.5,9,7,7,6,5,5,NA,NA,NA,7,3,7,4.125,3.75,5,8,4,5,2,"Metus tempor lorem pede. Rutrum? Iaculis purus bibendum magnis eget? Urna.","Vestibulum dictumst duis primis enim temporibus iaculis. Nunc diam amet fringilla at curabitur venenatis! Commodo.",4,5,7,"","","","","Worthy",7,3,7
"597","Exp1First",2.5,1,9,1,3,5,7,1,5,4,NA,NA,NA,4.5625,3.66666666666667,4.5,4,10,19,3,"Quis. Tempora. Quam? Pharetra porta suspendisse integer velit praesent venenatis.","Pede purus! Tincidunt turpis morbi turpis consectetuer bibendum purus id. Placerat.",2,1,7,"","","","","Worthy",1,5,4
"598","Exp1First",4.16666666666667,2,7,7,4,3,8,NA,NA,NA,5,8,6,3.625,3.83333333333333,5,4,5,87,2,"Cras sem vivamus scelerisque? Porttitor! Sed velit leo. Interdum gravida rutrum tellus faucibus vel blandit.","Non nibh, nunc vitae suspendisse! Tempora mattis. Mi, eget wisi massa etiam non.",4,4,6,"","","","","Worthy",5,8,6
"599","Exp1First",2.83333333333333,2,7,5,5,8,6,1,6,9,NA,NA,NA,4.0625,4.08333333333333,4,6,7,0,4,"Enim tincidunt cras dictumst? Sit. Et molestie maecenas. Placerat a culpa dui molestie! Leo. Pede.","Eget lectus laoreet lacus. Arcu per egestas cras praesent tortor.",3,6,4,"","","","","Worthy",1,6,9
"600","Exp2First",3.5,6,6,6,2,5,4,NA,NA,NA,4,8,4,4.75,4.16666666666667,4,8,9,54,2,"Risus commodo porttitor est lorem pretium etiam aliquet dictumst mattis venenatis vivamus id pede nec.","Montes leo nonummy convallis quis tempor maecenas ultrices suspendisse consequat egestas.",5,1,1,"","","","","Neutral",4,8,4
"601","Exp2First",2.83333333333333,6,4,5,9,9,3,NA,NA,NA,2,9,3,4.4375,3.08333333333333,6.5,7,9,60,4,"Id potenti. Est cras consequat venenatis? Dapibus tellus orci viverra! Aliquam tempus elementum imperdiet.","Sem, eros et non pede pharetra accumsan tempor ac, risus phasellus.",4,4,6,"","","","","Neutral",2,9,3
"602","Exp2First",1.66666666666667,3,5,1,2,1,3,NA,NA,NA,1,6,1,4.1875,3.41666666666667,6,8,2,49,2,"Egestas fermentum platea. Justo interdum tortor fringilla, morbi ullamcorper tellus nullam turpis sagittis.","Gravida est rutrum consectetuer cursus wisi enim euismod lorem eleifend malesuada. Cursus. Quam dolorem ab.",4,5,5,"","","","","Neutral",1,6,1
"603","Exp2First",3.33333333333333,3,5,5,1,8,5,4,4,1,NA,NA,NA,4.375,3.66666666666667,5.5,10,5,55,4,"Dapibus erat ullamcorper montes faucibus. Tempor laoreet felis culpa luctus suspendisse.","Convallis? Fusce per platea pellentesque! Posuere eros! Temporibus? Sagittis primis massa. Magna! Mattis.",6,1,2,"","","","","Neutral",4,4,1
"604","Exp2First",2.16666666666667,7,6,8,5,8,3,NA,NA,NA,1,5,2,3.4375,3.66666666666667,5.5,6,4,86,2,"Nec mattis facilisis euismod per lacus integer interdum turpis purus tellus non.","Suspendisse per laoreet accumsan duis egestas curabitur vehicula lorem ultricies aliquam.",3,7,3,"","","","","Neutral",1,5,2
"605","Exp1First",3.33333333333333,8,1,1,8,2,9,NA,NA,NA,9,6,3,4.3125,3.91666666666667,4.5,7,6,29,2,"Curabitur tempora luctus et porttitor per elementum pellentesque eleifend. Facilisi.","Vel gravida! Velit vestibulum facilisi phasellus. Ridiculus. Odio. Ultrices tempor.",4,4,6,"","","","","Neutral",9,6,3
"606","Exp2First",4,2,3,2,5,9,5,NA,NA,NA,9,5,8,4.6875,3.5,2.5,9,7,50,3,"Luctus. Et? Nunc purus laoreet gravida nibh id orci wisi dapibus.","Elit dolor sollicitudin magnis dignissim primis proin justo neque, suspendisse posuere! Atque tortor.",4,5,3,"","","","","Neutral",9,5,8
"607","Exp1First",2.33333333333333,5,8,1,1,6,1,NA,NA,NA,5,8,5,4.25,4,4,5,12,6,2,"Porttitor primis eu suscipit vitae magna volutpat orci risus! Consectetuer diam vulputate dolorem! Fermentum.","Culpa placerat! Lorem tortor orci vestibulum? Volutpat metus arcu. Elit. Atque.",1,3,1,"","","","","Neutral",5,8,5
